t_wall_s,step,x_m,y_m,yaw_deg,v_mps,w_radps,v_cmd_mps,w_cmd_radps,goal_dist_m,min_clearance_m,collided
84.856,780,488.998,525.114,46.219,8.900,0.000,8.900,0.000,626.938,33.000,0
84.965,781,489.614,525.757,46.219,8.900,0.000,8.900,0.000,626.049,34.182,0
85.074,782,490.229,526.399,46.219,8.900,0.000,8.900,0.000,625.161,35.372,0
85.183,783,490.845,527.042,46.219,8.900,0.000,8.900,0.000,624.273,36.571,0
85.292,784,491.461,527.685,46.219,8.900,0.000,8.900,0.000,623.385,37.776,0
85.402,785,492.077,528.327,46.219,8.900,0.000,8.900,0.000,622.496,38.988,0
85.511,786,492.693,528.970,46.219,8.900,0.000,8.900,0.000,621.608,40.207,0
85.620,787,493.308,529.612,46.219,8.900,0.000,8.900,0.000,620.720,41.432,0
85.729,788,493.924,530.255,46.219,8.900,0.000,8.900,0.000,619.832,42.663,0
85.838,789,494.540,530.897,46.219,8.900,0.000,8.900,0.000,618.943,43.899,0
85.947,790,495.156,531.540,46.219,8.900,0.000,8.900,0.000,618.055,45.140,0
86.055,791,495.772,532.183,46.219,8.900,0.000,8.900,0.000,617.167,46.387,0
86.164,792,496.387,532.825,46.219,8.900,0.000,8.900,0.000,616.279,47.638,0
86.271,793,497.003,533.468,46.219,8.900,0.000,8.900,0.000,615.390,48.893,0
86.382,794,497.619,534.110,46.219,8.900,0.000,8.900,0.000,614.502,50.153,0
86.488,795,498.235,534.753,46.219,8.900,0.000,8.900,0.000,613.614,50.459,0
86.598,796,498.851,535.395,46.219,8.900,0.000,8.900,0.000,612.726,49.869,0
86.706,797,499.466,536.038,46.219,8.900,0.000,8.900,0.000,611.838,49.279,0
86.816,798,500.082,536.680,46.219,8.900,0.000,8.900,0.000,610.949,48.689,0
86.926,799,500.698,537.323,46.219,8.900,0.000,8.900,0.000,610.061,48.099,0
87.034,800,501.314,537.966,46.219,8.900,0.000,8.900,0.000,609.173,47.510,0
87.143,801,501.930,538.608,46.219,8.900,0.000,8.900,0.000,608.285,46.921,0
87.252,802,502.545,539.251,46.219,8.900,0.000,8.900,0.000,607.397,46.332,0
87.361,803,503.161,539.893,46.219,8.900,0.000,8.900,0.000,606.508,45.744,0
87.468,804,503.777,540.536,46.219,8.900,0.000,8.900,0.000,605.620,45.155,0
87.577,805,504.393,541.178,46.219,8.900,0.000,8.900,0.000,604.732,44.568,0
87.687,806,505.009,541.821,46.219,8.900,0.000,8.900,0.000,603.844,43.980,0
87.795,807,505.624,542.464,46.219,8.900,0.000,8.900,0.000,602.956,43.393,0
87.906,808,506.240,543.106,46.219,8.900,0.000,8.900,0.000,602.068,42.806,0
88.014,809,506.856,543.749,46.219,8.900,0.000,8.900,0.000,601.179,42.220,0
88.123,810,507.472,544.391,46.219,8.900,0.000,8.900,0.000,600.291,41.633,0
88.232,811,508.088,545.034,46.219,8.900,0.000,8.900,0.000,599.403,41.048,0
88.342,812,508.703,545.676,46.219,8.900,0.000,8.900,0.000,598.515,40.462,0
88.450,813,509.319,546.319,46.219,8.900,0.000,8.900,0.000,597.627,39.877,0
88.558,814,509.935,546.962,46.219,8.900,0.000,8.900,0.000,596.739,39.293,0
88.668,815,510.551,547.604,46.219,8.900,0.000,8.900,0.000,595.851,38.708,0
88.777,816,511.167,548.247,46.219,8.900,0.000,8.900,0.000,594.963,38.125,0
88.886,817,511.782,548.889,46.219,8.900,0.000,8.900,0.000,594.075,37.541,0
88.994,818,512.398,549.532,46.219,8.900,0.000,8.900,0.000,593.186,36.958,0
89.104,819,513.014,550.174,46.219,8.900,0.000,8.900,0.000,592.298,36.376,0
89.214,820,513.630,550.817,46.219,8.900,0.000,8.900,0.000,591.410,35.794,0
89.322,821,514.245,551.460,46.219,8.900,0.000,8.900,0.000,590.522,35.213,0
89.431,822,514.861,552.102,46.219,8.900,0.000,8.900,0.000,589.634,34.631,0
89.541,823,515.477,552.745,46.219,8.900,0.000,8.900,0.000,588.746,34.051,0
89.650,824,516.093,553.387,46.219,8.900,0.000,8.900,0.000,587.858,33.471,0
89.758,825,516.709,554.030,46.219,8.900,0.000,8.900,0.000,586.970,32.892,0
89.868,826,517.324,554.672,46.219,8.900,0.000,8.900,0.000,586.082,32.313,0
89.978,827,517.940,555.315,46.219,8.900,0.000,8.900,0.000,585.194,31.735,0
90.088,828,518.556,555.958,46.219,8.900,0.000,8.900,0.000,584.306,31.157,0
90.196,829,519.172,556.600,46.219,8.900,0.000,8.900,0.000,583.418,30.580,0
90.304,830,519.788,557.243,46.219,8.900,0.000,8.900,0.000,582.530,30.004,0
90.413,831,520.403,557.885,46.219,8.900,0.000,8.900,0.000,581.642,29.428,0
90.523,832,521.019,558.528,46.219,8.900,0.000,8.900,0.000,580.754,28.853,0
90.633,833,521.635,559.170,46.219,8.900,0.000,8.900,0.000,579.866,28.279,0
90.743,834,522.251,559.813,46.219,8.900,0.000,8.900,0.000,578.978,27.705,0
90.852,835,522.867,560.455,46.219,8.900,0.000,8.900,0.000,578.090,27.132,0
90.963,836,523.482,561.098,46.219,8.900,0.000,8.900,0.000,577.202,26.560,0
91.072,837,524.098,561.741,46.219,8.900,0.000,8.900,0.000,576.314,25.989,0
91.179,838,524.714,562.383,46.219,8.900,0.000,8.900,0.000,575.426,25.418,0
91.285,839,525.330,563.026,46.219,8.900,0.000,8.900,0.000,574.538,24.849,0
91.394,840,525.946,563.668,46.219,8.900,0.000,8.900,0.000,573.650,24.280,0
91.505,841,526.566,564.307,45.837,8.900,-0.067,8.900,-0.067,572.762,22.862,0
91.612,842,527.186,564.945,45.837,8.900,0.000,8.900,0.000,571.873,23.074,0
91.722,843,527.806,565.584,45.837,8.900,0.000,8.900,0.000,570.985,22.507,0
91.832,844,528.426,566.222,45.837,8.900,0.000,8.900,0.000,570.097,21.941,0
91.941,845,529.046,566.861,45.837,8.900,0.000,8.900,0.000,569.208,21.376,0
92.049,846,529.666,567.499,45.837,8.900,0.000,8.900,0.000,568.320,20.812,0
92.158,847,530.286,568.137,45.837,8.900,0.000,8.900,0.000,567.432,20.249,0
92.267,848,530.906,568.776,45.837,8.900,0.000,8.900,0.000,566.543,19.688,0
92.377,849,531.526,569.414,45.837,8.900,0.000,8.900,0.000,565.655,19.128,0
92.486,850,532.146,570.053,45.837,8.900,0.000,8.900,0.000,564.767,18.569,0
92.596,851,532.766,570.691,45.837,8.900,0.000,8.900,0.000,563.879,18.012,0
92.704,852,533.386,571.330,45.837,8.900,0.000,8.900,0.000,562.990,17.456,0
92.812,853,534.007,571.968,45.837,8.900,0.000,8.900,0.000,562.102,16.902,0
92.922,854,534.627,572.607,45.837,8.900,0.000,8.900,0.000,561.214,16.350,0
93.031,855,535.247,573.245,45.837,8.900,0.000,8.900,0.000,560.325,15.799,0
93.140,856,535.867,573.883,45.837,8.900,0.000,8.900,0.000,559.437,15.250,0
93.248,857,536.487,574.522,45.837,8.900,0.000,8.900,0.000,558.549,14.703,0
93.358,858,537.107,575.160,45.837,8.900,0.000,8.900,0.000,557.661,14.157,0
93.468,859,537.727,575.799,45.837,8.900,0.000,8.900,0.000,556.772,13.614,0
93.578,860,538.347,576.437,45.837,8.900,0.000,8.900,0.000,555.884,13.073,0
93.685,861,538.967,577.076,45.837,8.900,0.000,8.900,0.000,554.996,12.534,0
93.795,862,539.587,577.714,45.837,8.900,0.000,8.900,0.000,554.108,11.997,0
93.904,863,540.207,578.353,45.837,8.900,0.000,8.900,0.000,553.220,11.463,0
94.012,864,540.827,578.991,45.837,8.900,0.000,8.900,0.000,552.331,10.931,0
94.122,865,541.447,579.630,45.837,8.900,0.000,8.900,0.000,551.443,10.402,0
94.230,866,542.067,580.268,45.837,8.900,0.000,8.900,0.000,550.555,9.875,0
94.338,867,542.687,580.906,45.837,8.900,0.000,8.900,0.000,549.667,9.351,0
94.447,868,543.308,581.545,45.837,8.900,0.000,8.900,0.000,548.779,8.831,0
94.557,869,543.928,582.183,45.837,8.900,0.000,8.900,0.000,547.890,8.313,0
94.664,870,544.548,582.822,45.837,8.900,0.000,8.900,0.000,547.002,7.799,0
94.773,871,545.168,583.460,45.837,8.900,0.000,8.900,0.000,546.114,7.288,0
94.880,872,545.788,584.099,45.837,8.900,0.000,8.900,0.000,545.226,6.781,0
94.989,873,546.408,584.737,45.837,8.900,0.000,8.900,0.000,544.338,6.278,0
95.100,874,547.028,585.376,45.837,8.900,0.000,8.900,0.000,543.450,5.778,0
95.208,875,547.648,586.014,45.837,8.900,0.000,8.900,0.000,542.561,5.283,0
95.319,876,548.268,586.652,45.837,8.900,0.000,8.900,0.000,541.673,4.792,0
95.428,877,548.888,587.291,45.837,8.900,0.000,8.900,0.000,540.785,4.306,0
95.536,878,549.508,587.929,45.837,8.900,0.000,8.900,0.000,539.897,3.825,0
95.645,879,550.133,588.564,45.455,8.900,-0.067,8.900,-0.067,539.009,3.436,0
95.754,880,550.761,589.194,45.073,8.900,-0.067,8.900,-0.067,538.120,3.032,0
95.863,881,551.394,589.820,44.691,8.900,-0.067,8.900,-0.067,537.231,2.644,0
95.972,882,552.031,590.441,44.309,8.900,-0.067,8.900,-0.067,536.341,2.273,0
96.082,883,552.672,591.059,43.927,8.900,-0.067,8.900,-0.067,535.452,1.920,0
96.189,884,553.317,591.672,43.545,8.900,-0.067,8.900,-0.067,534.562,1.587,0
96.299,885,553.970,592.276,42.781,8.900,-0.133,8.900,-0.133,533.672,2.482,0
96.408,886,554.631,592.872,42.017,8.900,-0.133,8.900,-0.133,532.782,2.369,0
96.517,887,555.300,593.459,41.253,8.900,-0.133,8.900,-0.133,531.892,2.293,0
96.625,888,555.977,594.037,40.489,8.900,-0.133,8.900,-0.133,531.003,2.256,0
96.735,889,556.662,594.606,39.725,8.900,-0.133,8.900,-0.133,530.113,2.260,0
96.843,890,557.354,595.165,38.961,8.900,-0.133,8.900,-0.133,529.225,2.304,0
96.951,891,558.053,595.716,38.197,8.900,-0.133,8.900,-0.133,528.337,2.390,0
97.060,892,558.760,596.257,37.433,8.900,-0.133,8.900,-0.133,527.450,2.518,0
97.169,893,559.474,596.788,36.669,8.900,-0.133,8.900,-0.133,526.564,2.689,0
97.278,894,560.195,597.310,35.905,8.900,-0.133,8.900,-0.133,525.679,2.902,0
97.387,895,560.922,597.822,35.142,8.900,-0.133,8.900,-0.133,524.796,3.157,0
97.496,896,561.654,598.330,34.760,8.900,-0.067,8.900,-0.067,523.913,1.142,0
97.605,897,562.388,598.832,34.378,8.900,-0.067,8.900,-0.067,523.031,1.266,0
97.714,898,563.126,599.330,33.996,8.900,-0.067,8.900,-0.067,522.150,1.423,0
97.821,899,563.867,599.823,33.614,8.900,-0.067,8.900,-0.067,521.270,1.613,0
97.932,900,564.612,600.310,33.232,8.900,-0.067,8.900,-0.067,520.391,1.835,0
98.041,901,565.359,600.793,32.850,8.900,-0.067,8.900,-0.067,519.513,2.089,0
98.149,902,566.110,601.271,32.468,8.900,-0.067,8.900,-0.067,518.636,2.375,0
98.258,903,566.864,601.744,32.086,8.900,-0.067,8.900,-0.067,517.760,2.692,0
98.368,904,567.621,602.211,31.704,8.900,-0.067,8.900,-0.067,516.885,3.039,0
98.476,905,568.382,602.674,31.322,8.900,-0.067,8.900,-0.067,516.011,3.415,0
98.586,906,569.145,603.132,30.940,8.900,-0.067,8.900,-0.067,515.139,3.820,0
98.695,907,569.908,603.589,30.940,8.900,0.000,8.900,0.000,514.266,1.654,0
98.804,908,570.672,604.047,30.940,8.900,0.000,8.900,0.000,513.394,1.913,0
98.912,909,571.435,604.504,30.940,8.900,0.000,8.900,0.000,512.522,2.192,0
99.023,910,572.199,604.962,30.940,8.900,0.000,8.900,0.000,511.649,2.491,0
99.132,911,572.962,605.420,30.940,8.900,0.000,8.900,0.000,510.777,2.808,0
99.241,912,573.725,605.877,30.940,8.900,0.000,8.900,0.000,509.905,3.144,0
99.350,913,574.489,606.335,30.940,8.900,0.000,8.900,0.000,509.033,3.497,0
99.459,914,575.252,606.792,30.940,8.900,0.000,8.900,0.000,508.161,3.867,0
99.568,915,576.015,607.250,30.940,8.900,0.000,8.900,0.000,507.289,4.253,0
99.676,916,576.779,607.707,30.940,8.900,0.000,8.900,0.000,506.417,4.655,0
99.785,917,577.539,608.170,31.322,8.900,0.067,8.900,0.067,505.544,2.401,0
99.895,918,578.296,608.638,31.704,8.900,0.067,8.900,0.067,504.670,2.640,0
100.004,919,579.050,609.111,32.086,8.900,0.067,8.900,0.067,503.795,2.887,0
100.114,920,579.801,609.588,32.468,8.900,0.067,8.900,0.067,502.919,3.141,0
100.223,921,580.549,610.071,32.850,8.900,0.067,8.900,0.067,502.042,3.402,0
100.332,922,581.293,610.559,33.232,8.900,0.067,8.900,0.067,501.164,3.669,0
100.442,923,582.034,611.052,33.614,8.900,0.067,8.900,0.067,500.285,3.942,0
100.550,924,582.772,611.549,33.996,8.900,0.067,8.900,0.067,499.405,4.220,0
100.659,925,583.507,612.052,34.378,8.900,0.067,8.900,0.067,498.524,4.503,0
100.768,926,584.238,612.559,34.760,8.900,0.067,8.900,0.067,497.643,4.791,0
100.877,927,584.966,613.071,35.142,8.900,0.067,8.900,0.067,496.760,5.083,0
100.986,928,585.690,613.589,35.523,8.900,0.067,8.900,0.067,495.877,5.379,0
101.095,929,586.411,614.111,35.905,8.900,0.067,8.900,0.067,494.994,5.679,0
101.205,930,587.128,614.637,36.287,8.900,0.067,8.900,0.067,494.109,5.981,0
101.316,931,587.842,615.169,36.669,8.900,0.067,8.900,0.067,493.224,6.287,0
101.426,932,588.553,615.705,37.051,8.900,0.067,8.900,0.067,492.339,6.595,0
101.536,933,589.259,616.246,37.433,8.900,0.067,8.900,0.067,491.452,6.905,0
101.646,934,589.962,616.792,37.815,8.900,0.067,8.900,0.067,490.566,7.217,0
101.755,935,590.662,617.342,38.197,8.900,0.067,8.900,0.067,489.679,7.531,0
101.865,936,591.361,617.892,38.197,8.900,0.000,8.900,0.000,488.792,10.582,0
101.974,937,592.061,618.443,38.197,8.900,0.000,8.900,0.000,487.904,11.062,0
102.083,938,592.757,618.998,38.579,8.900,0.067,8.900,0.067,487.017,8.852,0
102.192,939,593.452,619.553,38.579,8.900,0.000,8.900,0.000,486.129,11.858,0
102.300,940,594.148,620.108,38.579,8.900,0.000,8.900,0.000,485.242,12.336,0
102.408,941,594.844,620.663,38.579,8.900,0.000,8.900,0.000,484.354,12.814,0
102.518,942,595.540,621.218,38.579,8.900,0.000,8.900,0.000,483.467,13.294,0
102.627,943,596.235,621.773,38.579,8.900,0.000,8.900,0.000,482.579,13.771,0
102.735,944,596.927,622.332,38.961,8.900,0.067,8.900,0.067,481.691,11.809,0
102.843,945,597.619,622.892,38.961,8.900,0.000,8.900,0.000,480.803,14.579,0
102.952,946,598.311,623.452,38.961,8.900,0.000,8.900,0.000,479.915,15.055,0
103.061,947,599.003,624.011,38.961,8.900,0.000,8.900,0.000,479.027,15.531,0
103.170,948,599.696,624.571,38.961,8.900,0.000,8.900,0.000,478.139,16.008,0
103.277,949,600.388,625.130,38.961,8.900,0.000,8.900,0.000,477.252,16.482,0
103.386,950,601.080,625.690,38.961,8.900,0.000,8.900,0.000,476.364,16.960,0
103.494,951,601.772,626.250,38.961,8.900,0.000,8.900,0.000,475.476,17.434,0
103.601,952,602.464,626.809,38.961,8.900,0.000,8.900,0.000,474.588,17.911,0
103.710,953,603.156,627.369,38.961,8.900,0.000,8.900,0.000,473.700,18.385,0
103.817,954,603.848,627.929,38.961,8.900,0.000,8.900,0.000,472.812,18.862,0
103.924,955,604.536,628.493,39.343,8.900,0.067,8.900,0.067,471.924,17.731,0
104.033,956,605.224,629.057,39.343,8.900,0.000,8.900,0.000,471.036,19.700,0
104.141,957,605.913,629.621,39.343,8.900,0.000,8.900,0.000,470.147,20.171,0
104.250,958,606.601,630.186,39.343,8.900,0.000,8.900,0.000,469.259,20.646,0
104.358,959,607.289,630.750,39.343,8.900,0.000,8.900,0.000,468.371,21.118,0
104.468,960,607.977,631.314,39.343,8.900,0.000,8.900,0.000,467.483,21.591,0
104.578,961,608.666,631.878,39.343,8.900,0.000,8.900,0.000,466.595,22.064,0
104.688,962,609.354,632.442,39.343,8.900,0.000,8.900,0.000,465.706,22.537,0
104.797,963,610.042,633.007,39.343,8.900,0.000,8.900,0.000,464.818,23.011,0
104.905,964,610.731,633.571,39.343,8.900,0.000,8.900,0.000,463.930,23.483,0
105.014,965,611.419,634.135,39.343,8.900,0.000,8.900,0.000,463.042,23.958,0
105.123,966,612.107,634.699,39.343,8.900,0.000,8.900,0.000,462.154,24.429,0
105.232,967,612.796,635.264,39.343,8.900,0.000,8.900,0.000,461.265,24.904,0
105.342,968,613.484,635.828,39.343,8.900,0.000,8.900,0.000,460.377,25.376,0
105.453,969,614.172,636.392,39.343,8.900,0.000,8.900,0.000,459.489,25.850,0
105.563,970,614.860,636.956,39.343,8.900,0.000,8.900,0.000,458.601,26.322,0
105.674,971,615.549,637.520,39.343,8.900,0.000,8.900,0.000,457.713,26.796,0
105.783,972,616.237,638.085,39.343,8.900,0.000,8.900,0.000,456.825,27.269,0
105.893,973,616.925,638.649,39.343,8.900,0.000,8.900,0.000,455.937,27.742,0
106.005,974,617.614,639.213,39.343,8.900,0.000,8.900,0.000,455.049,28.216,0
106.115,975,618.302,639.777,39.343,8.900,0.000,8.900,0.000,454.160,28.688,0
106.225,976,618.990,640.342,39.343,8.900,0.000,8.900,0.000,453.272,29.163,0
106.336,977,619.678,640.906,39.343,8.900,0.000,8.900,0.000,452.384,29.634,0
106.444,978,620.367,641.470,39.343,8.900,0.000,8.900,0.000,451.496,30.108,0
106.552,979,621.055,642.034,39.343,8.900,0.000,8.900,0.000,450.608,30.580,0
106.661,980,621.743,642.599,39.343,8.900,0.000,8.900,0.000,449.720,31.054,0
106.771,981,622.432,643.163,39.343,8.900,0.000,8.900,0.000,448.832,31.527,0
106.879,982,623.120,643.727,39.343,8.900,0.000,8.900,0.000,447.944,32.000,0
106.988,983,623.808,644.291,39.343,8.900,0.000,8.900,0.000,447.056,32.474,0
107.098,984,624.497,644.855,39.343,8.900,0.000,8.900,0.000,446.168,32.946,0
107.207,985,625.185,645.420,39.343,8.900,0.000,8.900,0.000,445.280,33.421,0
107.316,986,625.873,645.984,39.343,8.900,0.000,8.900,0.000,444.392,33.892,0
107.426,987,626.561,646.548,39.343,8.900,0.000,8.900,0.000,443.504,34.367,0
107.535,988,627.246,647.117,39.725,8.900,0.067,8.900,0.067,442.615,34.829,0
107.641,989,627.930,647.686,39.725,8.900,0.000,8.900,0.000,441.727,35.303,0
107.751,990,628.615,648.255,39.725,8.900,0.000,8.900,0.000,440.839,35.773,0
107.859,991,629.299,648.823,39.725,8.900,0.000,8.900,0.000,439.950,36.244,0
107.968,992,629.984,649.392,39.725,8.900,0.000,8.900,0.000,439.062,36.718,0
108.078,993,630.668,649.961,39.725,8.900,0.000,8.900,0.000,438.174,37.197,0
108.187,994,631.353,650.530,39.725,8.900,0.000,8.900,0.000,437.285,37.679,0
108.296,995,632.038,651.099,39.725,8.900,0.000,8.900,0.000,436.397,38.164,0
108.406,996,632.722,651.667,39.725,8.900,0.000,8.900,0.000,435.509,38.654,0
108.515,997,633.407,652.236,39.725,8.900,0.000,8.900,0.000,434.620,39.146,0
108.623,998,634.091,652.805,39.725,8.900,0.000,8.900,0.000,433.732,39.642,0
108.732,999,634.776,653.374,39.725,8.900,0.000,8.900,0.000,432.844,40.142,0
108.842,1000,635.460,653.943,39.725,8.900,0.000,8.900,0.000,431.955,40.644,0
108.950,1001,636.145,654.511,39.725,8.900,0.000,8.900,0.000,431.067,41.150,0
109.060,1002,636.829,655.080,39.725,8.900,0.000,8.900,0.000,430.179,41.658,0
109.168,1003,637.514,655.649,39.725,8.900,0.000,8.900,0.000,429.290,42.170,0
109.277,1004,638.198,656.218,39.725,8.900,0.000,8.900,0.000,428.402,42.685,0
109.386,1005,638.883,656.787,39.725,8.900,0.000,8.900,0.000,427.514,43.203,0
109.495,1006,639.567,657.355,39.725,8.900,0.000,8.900,0.000,426.626,43.723,0
109.604,1007,640.252,657.924,39.725,8.900,0.000,8.900,0.000,425.737,44.246,0
109.713,1008,640.936,658.493,39.725,8.900,0.000,8.900,0.000,424.849,44.772,0
109.823,1009,641.621,659.062,39.725,8.900,0.000,8.900,0.000,423.961,45.300,0
109.932,1010,642.305,659.631,39.725,8.900,0.000,8.900,0.000,423.073,45.831,0
110.040,1011,642.990,660.199,39.725,8.900,0.000,8.900,0.000,422.184,46.365,0
110.149,1012,643.674,660.768,39.725,8.900,0.000,8.900,0.000,421.296,46.900,0
110.258,1013,644.359,661.337,39.725,8.900,0.000,8.900,0.000,420.408,47.439,0
110.367,1014,645.043,661.906,39.725,8.900,0.000,8.900,0.000,419.520,47.979,0
110.476,1015,645.728,662.475,39.725,8.900,0.000,8.900,0.000,418.632,48.522,0
110.586,1016,646.412,663.043,39.725,8.900,0.000,8.900,0.000,417.743,49.067,0
110.692,1017,647.097,663.612,39.725,8.900,0.000,8.900,0.000,416.855,49.615,0
110.802,1018,647.781,664.181,39.725,8.900,0.000,8.900,0.000,415.967,50.164,0
110.911,1019,648.466,664.750,39.725,8.900,0.000,8.900,0.000,415.079,50.716,0
111.019,1020,649.150,665.319,39.725,8.900,0.000,8.900,0.000,414.191,51.269,0
111.129,1021,649.835,665.887,39.725,8.900,0.000,8.900,0.000,413.303,51.825,0
111.237,1022,650.519,666.456,39.725,8.900,0.000,8.900,0.000,412.414,52.382,0
111.347,1023,651.204,667.025,39.725,8.900,0.000,8.900,0.000,411.526,52.942,0
111.456,1024,651.888,667.594,39.725,8.900,0.000,8.900,0.000,410.638,53.503,0
111.564,1025,652.573,668.163,39.725,8.900,0.000,8.900,0.000,409.750,54.066,0
111.673,1026,653.257,668.732,39.725,8.900,0.000,8.900,0.000,408.862,54.631,0
111.780,1027,653.942,669.300,39.725,8.900,0.000,8.900,0.000,407.974,55.197,0
111.890,1028,654.627,669.869,39.725,8.900,0.000,8.900,0.000,407.086,55.766,0
111.998,1029,655.311,670.438,39.725,8.900,0.000,8.900,0.000,406.198,56.336,0
112.107,1030,655.996,671.007,39.725,8.900,0.000,8.900,0.000,405.310,56.907,0
112.215,1031,656.680,671.576,39.725,8.900,0.000,8.900,0.000,404.422,57.481,0
112.325,1032,657.365,672.144,39.725,8.900,0.000,8.900,0.000,403.533,58.056,0
112.433,1033,658.049,672.713,39.725,8.900,0.000,8.900,0.000,402.645,58.632,0
112.542,1034,658.734,673.282,39.725,8.900,0.000,8.900,0.000,401.757,59.210,0
112.651,1035,659.418,673.851,39.725,8.900,0.000,8.900,0.000,400.869,59.789,0
112.761,1036,660.103,674.420,39.725,8.900,0.000,8.900,0.000,399.981,60.370,0
112.868,1037,660.783,674.993,40.107,8.900,0.067,8.900,0.067,399.093,60.952,0
112.977,1038,661.464,675.566,40.107,8.900,0.000,8.900,0.000,398.205,61.530,0
113.086,1039,662.145,676.140,40.107,8.900,0.000,8.900,0.000,397.316,62.109,0
113.196,1040,662.825,676.713,40.107,8.900,0.000,8.900,0.000,396.428,62.690,0
113.305,1041,663.506,677.286,40.107,8.900,0.000,8.900,0.000,395.539,63.272,0
113.413,1042,664.187,677.860,40.107,8.900,0.000,8.900,0.000,394.651,63.855,0
113.522,1043,664.868,678.433,40.107,8.900,0.000,8.900,0.000,393.763,64.440,0
113.633,1044,665.548,679.006,40.107,8.900,0.000,8.900,0.000,392.874,65.025,0
113.741,1045,666.229,679.580,40.107,8.900,0.000,8.900,0.000,391.986,65.612,0
113.851,1046,666.910,680.153,40.107,8.900,0.000,8.900,0.000,391.098,66.200,0
113.961,1047,667.590,680.726,40.107,8.900,0.000,8.900,0.000,390.209,66.790,0
114.070,1048,668.271,681.300,40.107,8.900,0.000,8.900,0.000,389.321,67.380,0
114.179,1049,668.952,681.873,40.107,8.900,0.000,8.900,0.000,388.433,67.972,0
114.287,1050,669.633,682.447,40.107,8.900,0.000,8.900,0.000,387.545,68.564,0
114.397,1051,670.313,683.020,40.107,8.900,0.000,8.900,0.000,386.656,69.158,0
114.506,1052,670.994,683.593,40.107,8.900,0.000,8.900,0.000,385.768,69.753,0
114.616,1053,671.675,684.167,40.107,8.900,0.000,8.900,0.000,384.880,70.349,0
114.724,1054,672.355,684.740,40.107,8.900,0.000,8.900,0.000,383.991,70.945,0
114.831,1055,673.036,685.313,40.107,8.900,0.000,8.900,0.000,383.103,71.543,0
114.941,1056,673.717,685.887,40.107,8.900,0.000,8.900,0.000,382.215,72.142,0
115.050,1057,674.398,686.460,40.107,8.900,0.000,8.900,0.000,381.327,72.742,0
115.161,1058,675.078,687.033,40.107,8.900,0.000,8.900,0.000,380.438,73.343,0
115.269,1059,675.759,687.607,40.107,8.900,0.000,8.900,0.000,379.550,73.945,0
115.378,1060,676.440,688.180,40.107,8.900,0.000,8.900,0.000,378.662,74.547,0
115.486,1061,677.120,688.753,40.107,8.900,0.000,8.900,0.000,377.774,75.151,0
115.597,1062,677.801,689.327,40.107,8.900,0.000,8.900,0.000,376.886,75.755,0
115.706,1063,678.482,689.900,40.107,8.900,0.000,8.900,0.000,375.997,76.360,0
115.815,1064,679.162,690.474,40.107,8.900,0.000,8.900,0.000,375.109,76.966,0
115.922,1065,679.843,691.047,40.107,8.900,0.000,8.900,0.000,374.221,77.573,0
116.032,1066,680.524,691.620,40.107,8.900,0.000,8.900,0.000,373.333,78.181,0
116.140,1067,681.205,692.194,40.107,8.900,0.000,8.900,0.000,372.445,78.790,0
116.250,1068,681.885,692.767,40.107,8.900,0.000,8.900,0.000,371.557,79.399,0
116.360,1069,682.566,693.340,40.107,8.900,0.000,8.900,0.000,370.669,80.009,0
116.470,1070,683.247,693.914,40.107,8.900,0.000,8.900,0.000,369.780,80.620,0
116.580,1071,683.927,694.487,40.107,8.900,0.000,8.900,0.000,368.892,81.232,0
116.690,1072,684.608,695.060,40.107,8.900,0.000,8.900,0.000,368.004,81.844,0
116.798,1073,685.289,695.634,40.107,8.900,0.000,8.900,0.000,367.116,82.457,0
116.907,1074,685.970,696.207,40.107,8.900,0.000,8.900,0.000,366.228,83.071,0
117.018,1075,686.650,696.780,40.107,8.900,0.000,8.900,0.000,365.340,83.685,0
117.127,1076,687.331,697.354,40.107,8.900,0.000,8.900,0.000,364.452,84.301,0
117.235,1077,688.012,697.927,40.107,8.900,0.000,8.900,0.000,363.564,84.916,0
117.345,1078,688.692,698.500,40.107,8.900,0.000,8.900,0.000,362.676,85.533,0
117.455,1079,689.373,699.074,40.107,8.900,0.000,8.900,0.000,361.788,86.150,0
117.563,1080,690.054,699.647,40.107,8.900,0.000,8.900,0.000,360.900,86.768,0
117.672,1081,690.731,700.225,40.489,8.900,0.067,8.900,0.067,360.011,87.386,0
117.784,1082,691.408,700.803,40.489,8.900,0.000,8.900,0.000,359.123,88.000,0
117.893,1083,692.084,701.381,40.489,8.900,0.000,8.900,0.000,358.234,88.614,0
118.002,1084,692.761,701.959,40.489,8.900,0.000,8.900,0.000,357.346,89.229,0
118.111,1085,693.438,702.537,40.489,8.900,0.000,8.900,0.000,356.458,89.845,0
118.219,1086,694.115,703.114,40.489,8.900,0.000,8.900,0.000,355.569,90.461,0
118.329,1087,694.792,703.692,40.489,8.900,0.000,8.900,0.000,354.681,91.077,0
118.437,1088,695.469,704.270,40.489,8.900,0.000,8.900,0.000,353.793,91.694,0
118.547,1089,696.146,704.848,40.489,8.900,0.000,8.900,0.000,352.904,92.312,0
118.655,1090,696.823,705.426,40.489,8.900,0.000,8.900,0.000,352.016,92.930,0
118.764,1091,697.499,706.004,40.489,8.900,0.000,8.900,0.000,351.128,93.549,0
118.873,1092,698.176,706.582,40.489,8.900,0.000,8.900,0.000,350.239,94.169,0
